,name,wins,losses,draws,Height:,Weight:,Reach:,STANCE:,DOB:,SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
4646,Carina Damm,2,,3-0,"5' 4""",135 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4647,John Doyle,11,2,-0,"5' 11""",205 lbs.,--,Orthodox,"Nov 21, 1976",3.50,44%,10.51,27%,,0.00,0%,0%,0.0
4648,Milana Dudieva,11,6,0,"5' 3""",135 lbs.,--,Orthodox,"Aug 04, 1989",0.87,31%,3.43,58%,,2.34,45%,0%,0.0
4649,Beneil Dariush,21,4,1,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",3.80,49%,2.58,58%,,2.11,34%,81%,1.0
4650,Tom DeBlass,9,,-0,"6' 0""",185 lbs.,--,Orthodox,"May 14, 1982",1.50,35%,4.43,37%,,1.00,50%,28%,0.5
4651,Jon Delos Reyes,8,,-0,"5' 6""",125 lbs.,"67""",Orthodox,"Aug 19, 1987",2.99,38%,4.14,51%,,3.20,83%,55%,1.9
4652,Dricus Du Plessis,17,2,0,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",6.55,51%,4.23,52%,,1.20,18%,100%,0.0
4653,Jordan Dowdy,4,,-0,--,170 lbs.,--,,--,2.11,44%,2.63,50%,,0.00,0%,0%,0.0
4654,Issac DeJesus,12,7,1,--,145 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4655,Shana Dobson,4,,-0,"5' 6""",125 lbs.,"69""",Orthodox,"Mar 30, 1989",3.34,37%,5.20,50%,,0.84,50%,14%,0.0
4656,Roland Delorme,9,,-0,"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983",2.28,44%,4.32,40%,,2.51,34%,42%,1.6
4657,Mike de la Torre,14,7,0,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986",3.21,39%,4.75,51%,,0.36,16%,83%,0.0
4658,Kelly Dullanty,4,,-0,"5' 8""",155 lbs.,--,Orthodox,"Nov 04, 1977",0.00,0%,0.67,75%,,0.00,0%,66%,0.0
4659,OJ Dominguez,0,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4660,John Donaldson,2,,-0,"5' 8""",145 lbs.,--,,"Jul 09, 1992",1.21,23%,4.22,51%,,0.00,0%,0%,0.0
4661,Germaine de Randamie,10,4,0,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",2.72,46%,2.14,65%,,0.00,0%,69%,0.4
4662,Matt Dixon,9,,-0,"5' 10""",170 lbs.,"75""",Switch,"Oct 09, 1995",1.97,43%,4.56,37%,,3.06,30%,0%,0.0
4663,Yorgan De Castro,6,,-0,"6' 0""",250 lbs.,"74""",Orthodox,"Dec 19, 1986",2.46,43%,3.85,53%,,0.00,0%,77%,0.0
4664,Henrique Da Silva Lopes,5,,-0,"6' 3""",240 lbs.,--,,"Mar 08, 1985",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4665,Justin Davis,13,1,-0,"5' 11""",205 lbs.,--,,"Apr 01, 1983",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4666,Luiz Dutra,13,6,1,"5' 11""",170 lbs.,--,Orthodox,"May 06, 1982",3.92,50%,4.80,41%,,0.00,0%,100%,0.0
4667,Paul Daley,39,1,-2,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983",3.14,47%,2.37,60%,,0.91,40%,64%,0.0
4668,Mark Dickman,11,3,0,"5' 9""",145 lbs.,--,,"Jul 19, 1984",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4669,Rick Davis,3,,-1,"5' 9""",155 lbs.,--,Orthodox,--,3.09,50%,6.19,64%,,0.00,0%,0%,0.0
4670,Mike Dolce,5,,0-0,"5' 11""",185 lbs.,--,,"Apr 15, 1976",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4671,Antonio Duarte,19,7,0,"5' 7""",135 lbs.,--,,--,4.55,40%,4.18,57%,,0.00,0%,60%,0.0
4672,John Devine,6,,-0,--,--,--,,--,1.52,18%,2.28,57%,,0.00,0%,0%,0.0
4673,Vanessa Demopoulos,8,,-0,"5' 2""",115 lbs.,"59""",Orthodox,"Sep 22, 1988",3.46,44%,4.47,44%,,0.32,7%,50%,1.3
4674,Hakeem Dawodu,13,3,1,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991",5.33,50%,3.15,57%,,0.00,0%,65%,0.0
4675,Rodolfo Marques Diniz,23,9,1,"5' 6""",135 lbs.,--,,"Jan 23, 1984",1.08,32%,2.36,33%,,0.00,0%,50%,1.8
4676,Houston Dorr,1,,-0,"6' 1""",210 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4677,Alex Dunworth,2,,-0,"5' 8""",155 lbs.,--,,--,1.94,31%,8.71,35%,,0.00,0%,50%,0.0
4678,Daniel Da Silva,11,4,0,"5' 6""",125 lbs.,"70""",Switch,"Jun 05, 1996",4.29,60%,10.26,26%,,1.40,33%,0%,0.0
4679,Kyle Dietz,5,,-0,"5' 8""",135 lbs.,--,Orthodox,"Apr 29, 1986",1.82,45%,2.08,62%,,0.00,0%,0%,0.0
4680,Roman Dolidze,10,1,0,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988",2.46,49%,1.45,64%,,2.68,52%,37%,1.5
4681,Marc Diakiese,16,5,0,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",2.63,39%,2.33,53%,,3.68,47%,64%,0.0
4682,Crezio de Souza,1,,-0,--,170 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4683,Rolando Delgado,11,6,1,"6' 3""",155 lbs.,"77""",Orthodox,"Nov 22, 1981",1.56,40%,1.83,62%,,1.17,22%,0%,3.5
4684,Batgerel Danaa,12,4,0,"5' 7""",135 lbs.,"70""",Orthodox,"Jul 04, 1989",6.22,37%,4.56,48%,,0.35,33%,66%,0.0
4685,Marcos da Matta,11,3,0,"5' 4""",145 lbs.,--,,"Mar 18, 1973",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4686,Cameron Dollar,11,5,0,"5' 11""",155 lbs.,--,Orthodox,"May 12, 1987",5.04,38%,2.94,61%,,0.00,0%,0%,0.0
4687,Dennis Dombrow,7,,-0,--,145 lbs.,--,,"Mar 17, 1986",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4688,Josh Diekmann,15,8,0,"5' 4""",246 lbs.,--,,"Oct 09, 1976",0.28,5%,8.17,25%,,0.00,0%,0%,0.0
4689,Brian Davidson,13,4,0,"5' 6""",145 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4690,Cyrille Diabate,19,1,-1,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973",4.06,71%,1.78,60%,,1.17,83%,53%,0.2
4691,Rilley Dutro,11,4,0,"5' 8""",125 lbs.,--,Orthodox,"Sep 03, 1987",4.74,54%,5.95,33%,,0.00,0%,83%,0.0
4692,Reuben Duran,11,7,1,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 02, 1983",3.19,49%,2.61,50%,,0.98,23%,25%,0.7
4693,Joe Duarte,10,4,0,--,155 lbs.,--,,"Jan 25, 1977",2.27,38%,4.00,53%,,3.00,50%,69%,1.0
4694,Cory Devela,16,7,0,"5' 0""",185 lbs.,--,Orthodox,--,4.07,41%,4.00,47%,,1.07,12%,62%,0.0
4695,Alexis Dufresne,6,,-0,"5' 9""",135 lbs.,--,Orthodox,"Aug 31, 1990",1.33,27%,3.33,60%,,1.50,50%,50%,0.0
4696,Angel De Anda,18,6,0,"5' 9""",225 lbs.,--,Orthodox,"May 28, 1985",5.68,46%,6.32,47%,,0.00,0%,0%,0.0
4697,Alexis Davis,21,1,-0,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 04, 1984",4.63,49%,4.45,54%,,0.95,44%,34%,0.7
4698,Sedriques Dumas,7,,-0,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995",2.55,66%,1.28,66%,,19.15,100%,0%,19.1
4699,Cedric Doumbe,2,,-0,"5' 10""",170 lbs.,--,,"Aug 13, 1992",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4700,Drew Dober,25,1,-0,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988",4.47,40%,4.16,51%,,0.75,17%,54%,0.1
4701,Marques Daniels,5,,-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4702,Rolando Dy,9,,-1,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990",3.04,37%,4.47,52%,,0.30,20%,68%,0.0
4703,Danny Davis,13,1,-1,"6' 2""",170 lbs.,--,,"Jul 28, 1982",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4704,CB Dollaway,17,9,0,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",2.65,47%,2.58,54%,,3.55,54%,62%,1.2
4705,Gloria de Paula,6,,-0,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 10, 1995",4.89,53%,3.77,66%,,0.74,37%,65%,0.5
4706,Michael Diaz,1,,-0,--,260 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4707,Chris Drumm,0,,-0,"5' 8""",145 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4708,Junior Dos Santos,21,9,0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",4.49,47%,3.33,56%,,0.30,50%,81%,0.1
4709,Joe Duffy,16,5,0,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",2.68,34%,3.78,54%,,0.96,66%,64%,0.7
4710,Eduardo Dantas,20,4,0,"5' 10""",135 lbs.,--,,"Feb 03, 1989",3.33,60%,3.00,60%,,4.00,23%,100%,0.0
4711,Tomasz Drwal,21,5,1,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982",3.29,38%,2.26,57%,,3.55,60%,82%,0.4
4712,Ozzy Diaz,7,,-0,"6' 4""",185 lbs.,"79""",Orthodox,"Nov 22, 1990",1.65,32%,3.91,44%,,0.00,0%,0%,0.0
4713,Rafael Dos Anjos,31,1,-0,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 26, 1984",3.58,46%,3.23,61%,,1.96,34%,59%,0.5
4714,Tony DeSouza,11,4,0,"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974",1.12,52%,1.57,41%,,2.25,42%,40%,1.5
4715,Jack Della Maddalena,12,2,0,"5' 11""",170 lbs.,"73""",Switch,"Sep 10, 1996",8.24,49%,4.68,65%,,0.00,0%,66%,0.0
4716,Albert Duraev,15,4,0,"5' 11""",185 lbs.,"75""",Orthodox,"Jan 05, 1989",2.91,43%,2.46,65%,,2.11,21%,50%,1.1
4717,Viktoriia Dudakova,6,,-0,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 26, 1999",1.27,73%,1.73,39%,,4.00,50%,0%,0.0
4718,Richard Dalton,4,,-1,"6' 1""",205 lbs.,--,Orthodox,--,1.20,69%,3.27,25%,,1.00,11%,0%,0.0
4719,Jason DeLucia,33,2,-1,"5' 11""",190 lbs.,--,Southpaw,"Jul 24, 1969",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4720,LC Davis,23,8,0,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 28, 1980",2.04,30%,2.10,59%,,2.27,46%,66%,0.2
4721,Marko Damiani,0,,-0,"6' 0""",170 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4722,Philip De Fries,12,6,0,"6' 5""",250 lbs.,"79""",Orthodox,"Apr 21, 1986",2.30,47%,3.00,37%,,3.29,42%,100%,0.6
4723,Hugo Duarte,6,,-0,"6' 0""",240 lbs.,--,Orthodox,"Aug 09, 1968",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4724,Helio Dipp,6,,-0,"6' 5""",185 lbs.,--,Orthodox,--,0.60,25%,1.80,62%,,0.00,0%,50%,0.0
4725,Mackenzie Dern,12,2,0,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993",3.16,35%,4.35,54%,,0.46,9%,40%,2.0
4726,Edwin DeWees,38,1,-0,"6' 1""",185 lbs.,--,Orthodox,"Aug 07, 1982",1.53,33%,6.19,39%,,2.18,66%,0%,3.3
4727,Alessio Di Chirico,13,7,0,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 12, 1989",3.32,39%,3.44,61%,,1.46,39%,83%,0.0
4728,Cody Donovan,8,,-0,"6' 3""",205 lbs.,"74""",Orthodox,"Feb 20, 1981",5.61,59%,5.44,45%,,1.67,28%,0%,1.7
4729,Anthony Do,4,,-0,"5' 4""",125 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4730,David Douglas,9,,-0,"5' 11""",155 lbs.,--,,"Aug 16, 1981",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4731,Ante Delija,17,3,0,"6' 4""",245 lbs.,--,Orthodox,"Aug 07, 1990",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4732,Bill Duvall,1,,-0,"6' 2""",185 lbs.,--,Southpaw,--,0.00,0%,2.40,40%,,0.00,0%,0%,0.0
4733,Cody Durden,13,4,1,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 29, 1991",3.98,49%,4.12,48%,,4.24,38%,71%,0.4
4734,Montana De La Rosa,12,7,1,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 14, 1995",2.60,37%,3.19,42%,,2.08,31%,63%,1.0
4735,Micol Di Segni,7,,-0,"5' 3""",115 lbs.,"60""",Orthodox,"Dec 29, 1987",7.47,40%,5.87,33%,,0.00,0%,37%,0.0
4736,Antonio Dos Santos,6,,-0,"5' 10""",185 lbs.,--,Orthodox,"Jul 21, 1988",5.40,51%,3.94,43%,,0.00,0%,100%,0.0
4737,Nate Diaz,22,1,-0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",4.57,45%,3.77,52%,,1.05,30%,41%,1.3
4738,Thomas Diagne,6,,-1,"6' 1""",154 lbs.,--,,"Sep 03, 1983",4.53,48%,4.53,63%,,2.00,100%,66%,0.0
4739,Shane del Rosario,11,2,0,"6' 4""",250 lbs.,--,Southpaw,"Sep 23, 1983",3.93,60%,2.97,54%,,1.20,40%,16%,2.4
4740,Jarjis Danho,7,,-1,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983",3.38,50%,5.25,49%,,0.51,16%,100%,0.0
4741,Oleksandr Doskalchuk,10,2,0,"5' 6""",125 lbs.,--,Southpaw,"Mar 13, 1990",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4742,Mac Danzig,21,1,-1,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",3.39,48%,3.44,57%,,1.20,37%,46%,0.6
4743,Tiago dos Santos e Silva,20,7,2,"5' 9""",145 lbs.,"70""",Orthodox,"Apr 12, 1987",3.69,35%,4.23,59%,,0.63,11%,33%,0.3
4744,Alexandre Dantas,0,,-0,"6' 2""",238 lbs.,--,Orthodox,"Mar 01, 1979",0.21,25%,1.87,60%,,0.00,0%,0%,3.1
4745,Matt Dwyer,9,,-0,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989",2.57,34%,3.24,54%,,0.44,10%,60%,0.0
4746,Phil Davis,17,4,0,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2.85,34%,1.33,72%,,2.99,38%,72%,0.6
4747,Acacio Dos Santos,14,5,0,"6' 4""",205 lbs.,"79""",Orthodox,"Sep 29, 1991",1.27,41%,1.40,43%,,0.00,0%,31%,0.0
4748,Justin DeMoney,15,7,1,--,170 lbs.,--,,"Jul 01, 1985",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4749,John Dodson,22,1,-0,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",3.20,40%,3.58,61%,,0.71,28%,82%,0.0
4750,Grant Dawson,18,1,1,"5' 10""",155 lbs.,"72""",Switch,"Feb 20, 1994",3.17,50%,2.56,45%,,3.97,34%,40%,1.4
4751,David Dvorak,20,4,0,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",3.87,43%,3.00,61%,,0.00,0%,81%,0.3
4752,Geraldo de Freitas,12,6,0,"5' 7""",135 lbs.,"72""",Orthodox,"Sep 30, 1991",3.67,52%,2.62,50%,,3.00,45%,59%,0.0
4753,Nicolas Dalby,20,4,1,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",3.22,39%,3.22,53%,,1.22,31%,65%,0.1
4754,Blood Diamond,3,,-0,"5' 11""",170 lbs.,"76""",Switch,"Jul 10, 1988",3.26,63%,2.04,43%,,0.00,0%,69%,0.0
4755,Cindy Dandois,8,,-0,"5' 7""",135 lbs.,--,Orthodox,"Oct 26, 1984",3.13,32%,3.40,58%,,5.00,55%,0%,0.0
4756,Thomas Denny,27,2,-1,"5' 10""",170 lbs.,--,Orthodox,"Apr 19, 1971",2.36,45%,4.69,40%,,1.48,17%,42%,1.5
4757,Rodrigo Damm,13,9,0,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",3.50,36%,5.61,57%,,0.44,16%,80%,0.3
4758,Rodrigo de Lima,8,,-1,"5' 7""",155 lbs.,--,Orthodox,"Mar 12, 1991",1.29,33%,5.50,32%,,2.66,36%,0%,1.3
4759,Wallen Del Rosario,8,,-0,"5' 4""",125 lbs.,"67""",Orthodox,"Mar 18, 1993",1.40,32%,4.73,40%,,1.00,16%,100%,0.0
4760,Danny Downes,8,,-0,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986",1.66,34%,3.53,37%,,0.00,0%,37%,0.5
4761,Sean Daugherty,0,,-0,"6' 0""",175 lbs.,--,,"Dec 04, 1975",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4762,Jason Day,19,1,-0,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981",3.61,54%,3.46,47%,,1.13,100%,0%,0.0
4763,Jessamyn Duke,3,,-0,"5' 11""",135 lbs.,"73""",Orthodox,"Jun 24, 1986",4.83,53%,4.43,57%,,1.27,36%,50%,1.9
4764,Lemont Davis,2,,-0,"5' 8""",170 lbs.,--,Orthodox,--,0.87,54%,1.27,55%,,1.00,50%,0%,1.0
4765,Sarah D'alelio,11,7,0,"5' 7""",145 lbs.,--,,"Dec 13, 1980",2.40,33%,0.00,100%,,0.00,0%,100%,0.0
4766,Leonardo Damiani,10,3,1,"5' 10""",170 lbs.,"69""",Orthodox,"Aug 30, 1990",1.67,23%,4.17,37%,,0.00,0%,50%,0.0
4767,John Dixson,15,2,-0,"6' 0""",275 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4768,Edilberto de Oliveira,29,1,-2,"6' 0""",170 lbs.,--,Orthodox,"Nov 22, 1982",4.12,32%,6.79,61%,,0.00,0%,0%,0.0
4769,Derek Downey,11,4,0,"6' 1""",185 lbs.,--,Orthodox,"Apr 27, 1980",0.32,100%,3.36,12%,,2.40,16%,0%,0.0
4770,Henrique da Silva,14,5,0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989",3.89,60%,5.28,40%,,0.25,14%,22%,0.2
4771,Ralph Dillon,0,,-1,"6' 2""",205 lbs.,--,Orthodox,--,0.34,14%,0.69,60%,,0.00,0%,0%,0.0
4772,Geronimo dos Santos,39,1,-0,"6' 3""",264 lbs.,--,Orthodox,"Aug 17, 1980",1.09,33%,8.73,41%,,0.00,0%,33%,0.0
4773,Rafael Dias,17,1,-2,"5' 9""",145 lbs.,--,Orthodox,"Oct 20, 1979",1.13,27%,2.19,60%,,3.17,47%,100%,1.2
4774,Robert Densley,9,,0-0,"5' 9""",155 lbs.,--,,--,1.81,47%,0.40,60%,,0.00,0%,50%,0.0
4775,Marcus Davis,22,1,-0,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",2.72,39%,2.79,65%,,1.60,48%,47%,1.4
4776,Anderson Dos Santos,21,9,0,"5' 5""",135 lbs.,"70""",Orthodox,"Jul 24, 1985",2.70,25%,5.37,49%,,0.98,14%,66%,0.7
4777,Todd Duffee,9,,-0,"6' 3""",260 lbs.,"78""",Orthodox,"Dec 06, 1985",5.93,37%,2.87,56%,,0.72,25%,90%,0.0
4778,Adrian Diaz,11,4,1,"5' 10""",145 lbs.,--,Southpaw,"Apr 26, 1988",0.48,42%,3.84,51%,,2.40,50%,0%,0.0
4779,Humberto DeLeon,7,,-0,--,135 lbs.,--,,"Nov 12, 1989",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4780,Merab Dvalishvili,15,4,0,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",4.21,40%,2.31,58%,,6.54,40%,78%,0.3
4781,David Dodd,4,,-0,"6' 2""",200 lbs.,--,Orthodox,"Sep 22, 1973",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4782,Alex Da Silva,21,4,0,"5' 8""",155 lbs.,"73""",Orthodox,"Feb 04, 1996",2.14,46%,2.52,56%,,1.97,43%,76%,0.3
4783,TJ Dillashaw,18,4,0,"5' 6""",135 lbs.,"67""",Orthodox,"Feb 07, 1986",5.26,41%,3.27,63%,,1.63,30%,86%,0.8
4784,Mike Davis,2,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4785,Adin Duenas,6,,-0,"5' 6""",145 lbs.,--,,"Jul 02, 1988",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4786,Drew Dimanlig,3,,-0,--,185 lbs.,--,,--,3.70,73%,3.17,20%,,0.00,0%,0%,0.0
4787,Brandon Davis,10,9,0,"5' 10""",135 lbs.,"72""",Orthodox,"May 08, 1990",4.63,35%,4.46,60%,,0.70,45%,56%,0.1
4788,Damion Douglas,4,,-0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4789,Ryan Diaz,13,1,-0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4790,Chris Daukaus,12,5,0,"6' 3""",250 lbs.,"76""",Orthodox,"Sep 25, 1989",6.47,50%,4.02,59%,,0.00,0%,100%,0.0
4791,Robert Drysdale,7,,-0,"6' 3""",205 lbs.,--,Orthodox,"Oct 05, 1981",0.00,0%,0.00,0%,,7.32,100%,0%,21.9
4792,Karen Darabedyan,13,6,0,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986",3.43,51%,2.62,67%,,2.14,75%,0%,0.0
4793,Norma Dumont,8,,-0,"5' 7""",145 lbs.,"67""",Orthodox,"Oct 01, 1990",3.64,49%,2.04,69%,,1.19,53%,70%,0.0
4794,Kyle Daukaus,11,3,0,"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",3.05,54%,2.56,40%,,2.36,31%,86%,2.1
4795,Joe Doerksen,51,1,-0,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",1.43,42%,2.79,50%,,2.02,33%,33%,2.3
4796,Dave Dalgliesh,30,1,-2,"6' 2""",205 lbs.,--,Orthodox,"Apr 05, 1978",0.00,0%,1.85,50%,,0.00,0%,0%,0.0
4797,Jorge de Oliveira,9,,-0,"5' 8""",155 lbs.,--,Orthodox,"Jan 22, 1980",1.26,31%,4.84,48%,,0.00,0%,22%,0.0
4798,Chris Dempsey,11,5,0,"5' 10""",185 lbs.,"72""",Orthodox,"Sep 08, 1987",2.25,32%,2.82,65%,,2.64,23%,16%,0.0
4799,Isabela de Padua,5,,-0,"5' 3""",125 lbs.,"64""",Orthodox,"Sep 04, 1991",1.00,35%,2.07,50%,,2.00,66%,0%,1.0
4800,Nick Denis,11,3,0,"5' 7""",135 lbs.,--,Orthodox,"Oct 11, 1983",6.54,53%,5.42,36%,,2.80,100%,80%,0.0
4801,Aisling Daly,16,6,0,"5' 2""",115 lbs.,"64""",Orthodox,"Dec 24, 1987",2.92,52%,1.40,55%,,2.15,41%,33%,0.9
4802,Chris de la Rocha,5,,-0,"6' 3""",250 lbs.,"80""",Orthodox,"May 15, 1979",4.08,45%,6.37,43%,,2.02,30%,33%,1.0
4803,Evan Dunham,18,9,1,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",5.33,39%,3.54,61%,,1.82,33%,79%,1.0
4804,Kyle Driscoll,12,3,0,"5' 11""",145 lbs.,"74""",Orthodox,"Sep 23, 1994",2.73,32%,2.60,58%,,2.00,18%,0%,0.0
4805,John Dowdy,0,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4806,Rafael  Del Real,6,,0-0,"5' 11""",225 lbs.,--,,--,5.58,40%,0.00,0%,,20.93,100%,100%,0.0
4807,Tom Duquesnoy,16,2,0,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993",3.83,45%,5.30,62%,,0.42,25%,46%,0.0
4808,Martin Day,8,,-0,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 10, 1988",3.97,45%,3.79,53%,,0.72,60%,65%,0.5
4809,Seth Dikun,9,,-0,"5' 10""",135 lbs.,"69""",Orthodox,"Aug 05, 1980",1.45,26%,2.18,55%,,0.00,0%,45%,0.9
4810,Rico DiSciullo,9,,-0,"5' 8""",135 lbs.,--,Orthodox,"Oct 12, 1986",1.71,33%,4.41,56%,,0.00,0%,0%,0.0
4811,Hacran Dias,23,6,1,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984",2.08,41%,3.31,55%,,2.50,39%,76%,0.5
4812,Eldo Xavier Dias,0,,-0,"5' 11""",180 lbs.,--,,"Jul 16, 1964",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4813,Booker DeRousse,6,,-0,"6' 2""",205 lbs.,--,,"Mar 23, 1981",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
4814,Russell Doane,15,8,0,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986",1.75,40%,1.68,53%,,2.11,45%,52%,0.8
4815,Nick Diaz,26,1,-0,"6' 1""",170 lbs.,"76""",Southpaw,"Aug 02, 1983",5.71,42%,3.84,59%,,1.28,32%,60%,1.0
4816,Mark De La Rosa,11,5,0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994",3.13,35%,5.00,48%,,0.54,13%,40%,0.2
4817,Tyler Diamond,9,,-0,"5' 7""",145 lbs.,"69""",Orthodox,"Mar 18, 1991",3.40,47%,2.53,44%,,3.00,75%,70%,0.0
4818,Johil de Oliveira,17,1,-1,"5' 6""",170 lbs.,--,Orthodox,--,0.51,34%,0.73,58%,,1.10,50%,44%,0.6
4819,Edson Drago,11,7,0,"6' 4""",220 lbs.,--,Orthodox,"Aug 29, 1977",1.16,40%,2.39,36%,,0.00,0%,55%,0.0
4820,Jason Dent,22,1,-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980",2.01,39%,3.70,62%,,0.00,0%,26%,1.4
4821,Mike Davis,9,,-0,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992",6.24,53%,6.76,57%,,1.39,33%,69%,0.0
4822,Raymond Daniels,0,,-0,"6' 2""",185 lbs.,--,Southpaw,--,0.00,0%,2.61,38%,,0.00,0%,33%,3.0
4823,Chris Duncan,9,,-0,"5' 10""",155 lbs.,"71""",Orthodox,"May 10, 1993",7.10,44%,7.94,41%,,4.18,40%,0%,0.0
4824,Jon Olav Einemo,6,,-0,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",2.15,52%,3.05,52%,,1.73,55%,43%,0.0
